sport,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,response_body_len,sjit,djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
42586,4969,tcp,FIN,0.029486,3182,38534,31,29,7,20,-,846774.75,10261412.0,52,54,255,255,1378391135,3538089544,61,714,0,0,0.0,40.161975,1421945467,1421945467,0.572078,0.545604,0.000725,0.000565,0.00016,0,0,0.0,0.0,0,11,24,17,6,3,3,3,0
57926,26299,tcp,FIN,0.027109,3182,38534,31,29,7,20,-,921022.5,11161164.0,52,54,255,255,1395058674,3554531381,61,714,0,0,30.612029,29.547215,1421945832,1421945832,0.524294,0.50134,0.000671,0.000537,0.000134,0,0,0.0,0.0,0,4,7,6,4,1,1,3,0
17151,80,tcp,FIN,1.004474,1684,10168,31,29,3,5,http,12456.27051,76489.78125,14,18,255,255,1252343060,3398903063,120,565,1,0,8761.800976,7672.886361,1421953992,1421953993,77.240925,59.051824,0.000742,0.000589,0.000153,0,0,1.0,0.0,0,1,1,3,3,1,1,2,0
47439,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931752,1421931752,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,12,11,4,4,4,4,4,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251936,1424251936,0.009,0.0,0.0,0.0,0.0,0,2,,, ,29,29,15,15,15,15,29,1
1043,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259335,1424259335,0.005,0.0,0.0,0.0,0.0,0,2,,, ,19,19,17,19,17,17,19,1
17973,22,tcp,FIN,0.054851,5928,8010,31,29,14,17,ssh,850741.125,1148128.625,62,58,255,255,594983282,2740627529,96,138,0,0,0.0,156.107556,1424261575,1424261575,0.914183,0.967625,0.000666,0.000546,0.00012,0,0,,, ,1,1,2,2,1,1,1,0
0,0,idpr-cmtp,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251596,1424251596,0.01,0.0,0.0,0.0,0.0,0,2,,, ,4,4,2,2,2,2,5,1
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260850,1424260850,0.008,0.0,0.0,0.0,0.0,0,2,,, ,33,33,18,17,17,17,33,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255144,1424255144,0.009,0.0,0.0,0.0,0.0,0,2,,, ,34,34,34,34,34,18,34,1
5274,3360,tcp,FIN,0.010792,2438,19502,31,29,7,13,-,1759822.0,14095626.0,38,40,255,255,4169961111,2036900517,64,488,0,0,0.0,16.042279,1421947368,1421947368,0.283,0.263077,0.000665,0.000528,0.000137,0,0,0.0,0.0,0,5,13,6,3,1,1,1,0
0,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258876,1424258876,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,3,5,3,3,5,1
45761,10726,tcp,FIN,0.148982,4966,76770,31,29,7,36,-,263602.3125,4074478.75,86,86,255,255,3413938400,1264660647,58,893,0,0,94.355524,2.340001,1424250495,1424250495,1.749071,1.767321,0.000633,0.000519,0.000114,0,0,,, ,9,6,3,2,1,1,6,0
0,0,ospf,REQ,50.004406,384,0,1,0,0,0,-,51.195488,0.0,6,0,0,0,0,0,64,0,0,0,3.162466,0.0,1421929117,1421929167,10000.877,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,4,4,2,2,4,2,0
47439,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260736,1424260736,0.003,0.0,0.0,0.0,0.0,0,2,,, ,19,19,16,16,16,16,19,1
56588,20979,tcp,FIN,0.011936,2542,21882,31,29,7,14,-,1661528.25,14317025.0,40,42,255,255,696083407,696313342,64,521,0,0,17.814266,16.778521,1421949886,1421949886,0.305658,0.278805,0.000661,0.000502,0.000159,0,0,0.0,0.0,0,3,4,2,3,1,1,1,0
14064,80,tcp,FIN,1.005697,1580,10168,31,29,3,5,http,11526.33398,76396.76563,12,18,255,255,1448882335,1449888656,132,565,1,3924,9529.820384,7674.072602,1421935724,1421935725,91.395362,59.130587,0.000594,0.000472,0.000122,0,0,1.0,0.0,0,2,3,2,3,1,1,1,0
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253339,1424253339,0.009,0.0,0.0,0.0,0.0,0,2,,, ,29,29,5,6,5,5,29,1
19580,64647,tcp,FIN,0.016775,2974,33572,31,29,7,18,-,1389210.125,15690491.0,48,50,255,255,3561340893,1416348720,62,671,0,0,19.150063,19.157953,1421931254,1421931254,0.350064,0.329429,0.000758,0.000623,0.000135,0,0,0.0,0.0,0,11,6,7,2,1,1,1,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260809,1424260809,0.009,0.0,0.0,0.0,0.0,0,2,,, ,32,32,35,32,32,16,32,1
11903,110,tcp,FIN,2.715388,1290,36048,62,252,7,20,pop3,3665.037842,103790.6875,28,44,255,255,2906099911,1540536758,46,819,0,0,5191.225121,5294.976533,1424259284,1424259287,100.569929,60.118744,0.152111,0.086906,0.065205,0,1,,, ,1,1,1,1,1,1,1,1
63927,59473,tcp,FIN,0.018887,3302,37798,31,29,7,21,-,1372796.125,15724678.0,54,56,255,255,1411659932,1411983128,61,675,0,0,19.669612,19.092672,1421936880,1421936880,0.350321,0.331091,0.000822,0.000665,0.000157,0,0,0.0,0.0,0,9,9,2,5,1,1,2,0
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255072,1424255072,0.008,0.0,0.0,0.0,0.0,0,2,,, ,15,15,14,14,14,14,15,1
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251852,1424251852,0.009,0.0,0.0,0.0,0.0,0,2,,, ,27,27,13,13,13,7,27,1
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254838,1424254838,0.009,0.0,0.0,0.0,0.0,0,2,,, ,34,34,16,16,16,16,34,1
16684,33955,tcp,FIN,0.012888,2766,24004,31,29,7,16,-,1678460.5,14576660.0,44,46,255,255,2017901336,2024217011,63,522,0,0,0.0,15.197612,1421935510,1421935510,0.292419,0.275622,0.000613,0.000481,0.000132,0,0,0.0,0.0,0,8,9,3,4,1,1,1,0
43381,22,tcp,FIN,0.161817,5928,8010,31,29,14,17,ssh,288375.1563,389180.375,62,58,255,255,2316568778,2316889758,96,138,0,0,241.253038,253.349983,1424258554,1424258554,2.742661,2.928636,0.000746,0.000613,0.000133,0,0,,, ,1,1,1,4,1,1,1,0
8905,5190,tcp,FIN,0.004691,1036,2262,31,29,4,4,-,1620123.625,3536985.75,12,12,255,255,682530440,2828225290,86,189,0,0,19.775328,0.475634,1421933239,1421933239,0.390818,0.370455,0.000735,0.000606,0.000129,0,0,0.0,0.0,0,7,11,4,1,1,1,1,0
12165,21,tcp,FIN,0.397634,2934,3742,31,29,11,15,ftp,57902.49219,73897.10156,52,54,255,255,757246326,2903794109,56,69,0,0,977.876534,37.584098,1421953970,1421953970,7.790588,7.492377,0.00068,0.000534,0.000146,0,0,0.0,1.0,1,1,1,5,7,1,1,4,0
13131,53,udp,CON,0.001129,146,178,31,29,0,0,dns,517271.9375,630646.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945785,1421945785,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,1,2,1,1,1,0
1043,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253251,1424253251,0.005,0.0,0.0,0.0,0.0,0,2,,, ,38,38,15,15,15,7,38,1
24251,53,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421936294,1421936294,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,5,1,1,2,1,1,1,0
47439,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261680,1424261680,0.004,0.0,0.0,0.0,0.0,0,2,,, ,33,33,18,16,16,16,33,1
47439,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424262030,1424262030,0.005,0.0,0.0,0.0,0.0,0,2,,, ,14,14,14,16,14,14,14,1
47439,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252199,1424252199,0.01,0.0,0.0,0.0,0.0,0,2,,, ,16,16,16,16,16,16,16,1
0,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930763,1421930763,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,16,16,4,11,4,4,4,1
1043,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260801,1424260801,0.003,0.0,0.0,0.0,0.0,0,2,,, ,27,27,14,14,14,14,27,1
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260698,1424260698,0.008,0.0,0.0,0.0,0.0,0,2,,, ,39,39,27,27,27,14,39,1
31498,53,udp,CON,0.001007,146,178,31,29,0,0,dns,579940.4375,707050.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424251789,1424251789,0.009,0.001,0.0,0.0,0.0,0,0,,, ,2,2,2,3,1,1,2,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261421,1424261421,0.009,0.0,0.0,0.0,0.0,0,2,,, ,16,16,18,16,16,16,16,1
42174,80,tcp,FIN,0.330396,2320,268,254,252,2,1,-,50557.51172,5423.794434,10,6,255,255,2171090318,1978496147,232,45,0,0,1787.583937,93.774008,1421933614,1421933614,36.651889,60.149801,0.076384,0.029636,0.046748,0,1,0.0,0.0,0,3,1,1,1,1,1,1,1
2639,179,tcp,FIN,1.006398,534,268,254,252,2,1,-,3823.537109,1780.607788,10,6,255,255,3596285794,357808765,53,45,0,0,5690.135372,289.313719,1421931509,1421931510,105.153556,174.744797,0.205282,0.132667,0.072615,0,1,0.0,0.0,0,6,3,1,2,1,1,1,1
1043,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254944,1424254944,0.007,0.0,0.0,0.0,0.0,0,2,,, ,16,16,16,16,16,16,16,1
1043,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260422,1424260422,0.005,0.0,0.0,0.0,0.0,0,2,,, ,42,42,10,10,10,10,42,1
14289,12397,tcp,FIN,1.184624,936,354,254,252,2,1,-,5692.945801,2093.491455,10,8,255,255,3310990544,2548411087,94,44,0,0,9317.853693,217.711078,1424252011,1424252013,131.558778,154.903422,0.181311,0.100295,0.081016,0,1,,, ,2,1,1,18,1,1,2,1
26183,135,tcp,FIN,0.41057,588,268,254,252,2,1,-,10327.10645,4364.663574,10,6,255,255,2004623430,537045126,59,45,0,0,2402.669684,115.231375,1421930808,1421930809,43.166333,73.607203,0.070186,0.042524,0.027662,0,1,0.0,0.0,0,3,3,2,2,2,1,2,1
38604,80,tcp,FIN,1.00587,1684,10168,31,29,3,5,http,12438.9834,76383.63281,14,18,255,255,2433492184,289197139,120,565,1,3924,8764.605757,7675.076849,1421948138,1421948139,77.34769,59.136824,0.000683,0.000539,0.000144,0,0,1.0,0.0,0,1,1,4,2,1,1,1,0
1043,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251907,1424251907,0.009,0.0,0.0,0.0,0.0,0,0,,, ,36,36,23,23,23,23,36,0
49237,22,tcp,FIN,0.05485,12648,13202,31,29,35,33,ssh,1830155.0,1910082.0,126,124,255,255,797474561,798682693,100,106,0,0,56.821512,55.166679,1421945265,1421945265,0.4388,0.427122,0.002319,0.002175,0.000144,0,0,0.0,0.0,0,1,1,1,1,1,1,1,0
19379,53,udp,CON,0.000997,130,162,31,29,0,0,dns,521564.6875,649949.8125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421930283,1421930283,0.009,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,3,2,6,6,3,1,1,0
1043,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260653,1424260653,0.008,0.0,0.0,0.0,0.0,0,2,,, ,35,35,33,33,33,17,35,1
47969,143,tcp,FIN,0.788817,7808,15014,31,29,30,32,-,78537.85938,151061.6563,122,126,255,255,683049137,2834290716,64,119,0,0,433.56176,429.661756,1421931163,1421931164,6.516074,6.306016,0.000739,0.000562,0.000177,0,0,0.0,0.0,0,7,3,2,2,1,1,1,0
52859,445,tcp,FIN,1.010287,990,700,254,252,3,2,-,7190.035645,4854.065918,12,8,255,255,2965114410,778097633,83,88,0,0,4609.525278,172.655172,1424255980,1424255981,88.218455,129.881289,0.195499,0.101115,0.094384,0,1,,, ,9,6,1,1,1,1,6,1
34708,80,tcp,FIN,1.033804,1580,10168,31,29,3,5,-,11212.95703,74319.69531,12,18,255,255,2122986851,78554562,132,565,0,0,9534.269899,7678.209068,1421932246,1421932247,93.948547,60.782703,0.000615,0.00049,0.000125,0,0,0.0,0.0,0,8,6,3,1,1,1,1,0
21419,53,udp,CON,0.001014,132,164,31,29,0,0,dns,520710.0313,646942.75,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421951632,1421951632,0.011,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,3,5,1,1,1,0
56990,34644,tcp,FIN,0.70932,320,1890,31,29,1,2,ftp-data,3011.334717,18654.48633,6,8,255,255,1953295713,77119071,53,236,0,0,10015.5363,247.66675,1421936144,1421936145,141.8002,101.252,0.000708,0.000552,0.000156,0,0,0.0,0.0,0,1,1,2,1,1,1,1,0
44201,22,tcp,FIN,0.018865,3728,5474,31,29,7,7,ssh,1531725.375,2224648.75,32,24,255,255,2726630605,581583543,117,228,0,0,70.260043,2.63814,1421939524,1421939524,0.608548,0.785435,0.000815,0.000658,0.000157,0,0,0.0,0.0,0,1,2,6,4,1,1,1,0
36611,80,tcp,FIN,1.006918,1684,10168,31,29,3,5,-,12426.03711,76304.13281,14,18,255,255,3628907647,3629947474,120,565,2,192,8763.078922,7672.168994,1421944948,1421944949,77.427231,59.195412,0.000727,0.000593,0.000134,0,0,6.0,0.0,0,2,7,9,3,3,3,3,0
47439,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253407,1424253407,0.007,0.0,0.0,0.0,0.0,0,0,,, ,46,46,21,21,21,9,46,0
44859,42833,tcp,FIN,0.012904,2126,12618,31,29,7,10,-,1277123.375,7592684.5,32,34,255,255,221451676,221755744,66,371,0,0,28.467942,24.819812,1421942852,1421942852,0.405871,0.372061,0.000754,0.000615,0.000139,0,0,0.0,0.0,0,7,6,4,8,1,1,2,0
47439,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255127,1424255127,0.003,0.0,0.0,0.0,0.0,0,2,,, ,28,28,18,18,18,18,28,1
11758,53,udp,CON,0.001012,146,178,31,29,0,0,dns,577075.0625,703557.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421932221,1421932221,0.011,0.011,0.0,0.0,0.0,0,0,0.0,0.0,0,1,2,3,4,1,1,1,0
39691,50445,udp,CON,0.001793,528,304,31,29,0,0,-,1766871.125,1017289.438,4,4,0,0,0,0,132,76,0,0,0.64111,0.313965,1421927674,1421927674,0.458333,0.228,0.0,0.0,0.0,0,0,0.0,0.0,0,11,8,3,3,1,1,3,0
47439,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259025,1424259025,0.009,0.0,0.0,0.0,0.0,0,2,,, ,34,34,26,26,26,13,34,1
53085,28970,tcp,FIN,0.02089,2766,28662,31,29,7,16,-,1035519.438,10747727.0,44,48,255,255,345667564,345933342,63,597,0,0,30.83127,29.373222,1424261177,1424261177,0.47893,0.452044,0.000689,0.000539,0.00015,0,0,,, ,7,6,4,3,1,1,3,0
28880,53,udp,CON,0.001101,146,178,31,29,0,0,dns,530426.875,646684.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421952950,1421952950,0.01,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,4,5,5,5,1,1,1,0
65483,21,tcp,FIN,1.052767,634,682,254,252,3,4,ftp,4422.630859,4756.987793,12,12,255,255,830357535,1235281007,53,57,0,0,5799.192559,151.23175,1421928527,1421928528,95.693911,90.88018,0.115303,0.053083,0.06222,0,1,0.0,0.0,0,2,2,3,3,1,1,3,1
51501,27996,tcp,FIN,0.012857,2542,23508,31,29,7,14,-,1542506.0,14279536.0,40,42,255,255,1884516058,4044572276,64,560,0,0,18.601677,17.688503,1421929844,1421929844,0.321436,0.301537,0.000623,0.000489,0.000134,0,0,0.0,0.0,0,4,7,3,2,1,1,2,0
7474,6055,tcp,FIN,0.005256,4040,2456,31,29,7,7,-,5808219.0,3531202.5,18,18,255,255,2072188787,2075399579,224,136,0,0,14.155371,0.36113,1421945203,1421945203,0.287882,0.280412,0.000608,0.000485,0.000123,0,0,0.0,0.0,0,24,8,3,21,2,2,3,0
2811,445,tcp,FIN,1.902909,1038,848,254,252,3,2,-,4002.293213,3211.924316,12,10,255,255,3783437286,4094418956,87,85,0,0,9817.606177,362.944625,1421927933,1421927935,172.864722,194.831672,0.215538,0.149423,0.066115,0,1,0.0,0.0,0,9,3,2,3,2,1,2,1
1043,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251864,1424251864,0.009,0.0,0.0,0.0,0.0,0,2,,, ,27,27,1,1,1,1,27,1
41728,16561,tcp,FIN,0.026972,3806,55844,31,29,7,26,-,1111374.75,16312621.0,64,66,255,255,82616907,82935012,59,846,0,0,22.040473,21.78295,1421949126,1421949126,0.422968,0.404708,0.000815,0.000655,0.00016,0,0,0.0,0.0,0,2,5,3,6,1,1,1,0
9459,520,udp,INT,6e-06,1064,0,254,0,0,0,-,709333312.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1421933509,1421933509,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,5,6,3,2,2,1,2,1
47439,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251711,1424251711,0.004,0.0,0.0,0.0,0.0,0,2,,, ,22,22,6,6,6,6,22,1
47439,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259088,1424259088,0.001,0.0,0.0,0.0,0.0,0,2,,, ,39,39,28,28,28,16,39,1
34021,34879,tcp,FIN,2.124405,4400,3080,31,29,7,7,-,15978.12207,11214.43457,28,30,255,255,1360048993,1522680241,157,103,0,0,4474.386756,115.407023,1421932696,1421932698,78.66952,73.234484,0.000755,0.0006,0.000155,0,0,0.0,0.0,0,11,8,1,3,1,1,1,0
58662,111,udp,CON,0.004905,568,312,31,29,0,0,-,694801.25,381651.375,4,4,0,0,0,0,142,78,0,0,1.78356,1.539371,1421951897,1421951897,1.269667,1.097,0.0,0.0,0.0,0,0,0.0,0.0,0,7,7,6,3,1,1,3,0
12418,25,tcp,FIN,0.127644,37268,3380,31,29,18,8,smtp,2290871.5,206825.2344,52,42,255,255,297708121,2448388116,717,80,0,0,338.393277,11.459738,1421936560,1421936560,2.496059,3.099585,0.000726,0.000557,0.000169,0,0,0.0,0.0,0,1,1,4,2,1,1,1,0
47439,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253719,1424253719,0.008,0.0,0.0,0.0,0.0,0,2,,, ,30,30,19,18,18,18,30,1
30368,19566,tcp,FIN,0.027007,3390,44134,31,29,7,22,-,986410.9375,12848224.0,56,58,255,255,2917886533,768597896,61,761,0,0,31.599397,32.034137,1421930673,1421930673,0.485073,0.464474,0.000656,0.000521,0.000135,0,0,0.0,0.0,0,3,7,5,3,1,1,1,0
44104,25,tcp,FIN,2.248221,10731,1892,62,252,11,8,-,36914.52344,6397.947754,30,20,255,255,775601416,2204832719,358,95,0,0,4807.719674,145.684578,1421932779,1421932781,77.493931,113.492266,0.150718,0.091856,0.058862,0,1,0.0,0.0,0,2,1,1,2,1,1,1,1
60893,43825,tcp,FIN,0.004468,8928,320,31,29,4,1,ftp-data,14845121.0,478066.25,14,6,255,255,2304367796,170256685,638,53,0,0,17.200077,1.248851,1424253145,1424253145,0.343692,0.774,0.000598,0.000475,0.000123,0,0,,, ,3,3,6,6,1,1,5,0
1043,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259603,1424259603,0.004,0.0,0.0,0.0,0.0,0,2,,, ,17,17,17,18,17,17,17,1
2534,80,tcp,FIN,0.337436,890,268,254,252,2,1,http,18990.26758,5310.636719,10,6,255,255,2524305072,1663404874,89,45,1,0,1644.135346,79.057305,1424257666,1424257666,33.104778,60.070398,0.098921,0.037075,0.061846,0,1,1.0,, ,2,1,1,1,1,1,1,1
47439,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260710,1424260710,0.003,0.0,0.0,0.0,0.0,0,2,,, ,45,45,33,33,33,16,45,1
36484,15107,tcp,FIN,0.014635,2766,27384,31,29,7,16,-,1478100.375,14643799.0,44,46,255,255,752466961,2904132023,63,595,0,0,0.0,18.149278,1421933225,1421933225,0.332302,0.321432,0.000664,0.000488,0.000176,0,0,0.0,0.0,0,9,11,4,3,1,1,1,0
0,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251671,1424251671,0.009,0.0,0.0,0.0,0.0,0,2,,, ,4,4,3,3,3,3,4,1
37248,14298,tcp,FIN,0.313296,4264,2976,31,29,7,7,-,104999.75,73285.32813,28,28,255,255,1697167250,3849843438,152,106,0,0,673.423222,17.623357,1421940274,1421940274,11.591297,11.583667,0.000667,0.000533,0.000134,0,0,0.0,0.0,0,3,9,5,5,1,1,3,0
10111,53,udp,CON,0.001029,146,178,31,29,0,0,dns,567541.3125,691933.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421939345,1421939345,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,4,4,1,1,3,0
1655,80,tcp,FIN,1.099914,1684,10168,31,29,3,5,http,11375.43555,69852.73438,14,18,255,255,2907293825,2908340919,120,565,1,3924,9442.387298,8266.453809,1421931460,1421931461,84.580462,64.668235,0.000707,0.00055,0.000157,0,0,1.0,0.0,0,1,2,1,1,1,1,1,0
1043,53,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251721,1424251721,0.006,0.0,0.0,0.0,0.0,0,2,,, ,20,20,6,7,6,6,20,1
65219,80,tcp,FIN,1.005636,1580,10168,31,29,3,5,http,11527.03418,76401.40625,12,18,255,255,2980662447,832110801,132,565,1,3924,9530.245624,7674.056139,1424256890,1424256891,91.390271,59.123409,0.000673,0.000534,0.000139,0,0,1.0,, ,2,1,3,7,1,1,1,0
13675,143,tcp,FIN,1.028687,1442,99358,62,252,6,43,-,10817.67383,764119.6875,28,90,255,255,3672949899,1342891655,52,1104,0,0,1996.453983,1073.087448,1421932382,1421932383,38.099518,11.205045,0.058852,0.031023,0.027829,0,1,0.0,0.0,0,15,2,1,1,1,1,1,1
44648,80,tcp,FIN,0.396923,818,1082,62,252,2,2,-,14854.2666,19086.82422,10,8,255,255,1146944967,1332937517,82,135,0,0,2179.643889,64.315,1421932835,1421932836,44.100778,46.548,0.107369,0.071076,0.036293,0,1,0.0,0.0,0,6,4,2,2,2,1,2,1
3537,53,udp,CON,0.000978,130,162,31,29,0,0,dns,531697.3125,662576.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421949855,1421949855,0.004,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,3,3,2,3,1,1,1,0
39266,111,tcp,FIN,1.042347,564,354,254,252,2,1,-,3898.893799,2379.246094,10,8,255,255,1949041617,599300964,56,44,0,0,7810.492964,177.160203,1421932787,1421932788,107.992889,133.637281,0.193984,0.106871,0.087113,0,1,0.0,0.0,0,1,1,1,1,1,1,1,1
62995,53,udp,CON,0.001026,146,178,31,29,0,0,dns,569200.75,693957.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421935320,1421935320,0.004,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0,2,1,1,1,1,1,1,0
3817,80,tcp,FIN,1.006237,1580,10168,31,29,3,5,-,11520.14844,76355.76563,12,18,255,255,1986758877,4133155409,132,565,1,3924,9530.568549,7678.14383,1421955507,1421955508,91.444547,59.158589,0.000693,0.000537,0.000156,0,0,1.0,0.0,0,15,7,1,6,2,1,1,0
9961,80,tcp,FIN,1.005754,1580,10168,31,29,3,5,http,11525.68164,76392.4375,12,18,255,255,1324982357,1325991415,132,565,1,3924,9530.552826,7674.88507,1421951834,1421951835,91.400094,59.133292,0.000609,0.000484,0.000125,0,0,1.0,0.0,0,2,1,2,2,1,1,1,0
33152,6881,tcp,FIN,14.420949,24710,1093184,31,29,37,389,-,13676.76953,605733.25,440,855,255,255,91192396,96136292,56,1279,0,0,13951.29477,10002.84067,1421941699,1421941714,32.848807,16.884768,0.002202,0.001353,0.000849,0,0,0.0,0.0,0,2,3,1,1,1,1,1,0
64852,18566,udp,CON,0.009314,512,304,31,29,0,0,-,329826.0938,195834.2344,4,4,0,0,0,0,128,76,0,0,0.60057,3.911479,1421945286,1421945286,0.430667,2.770333,0.0,0.0,0.0,0,0,0.0,0.0,0,2,4,5,2,2,2,2,0
